nro_acta,codigo_territorial,codigo_mesa,nro_mesa,nro_votantes,partido1,partido2,partido3,partido4,votos_blancos,votos_nulos,registrado_por
ACTA-10102076002,10102,10102076002,2,702,46,145,12,94,22,28,1
ACTA-10103076003,10103,10103076003,3,657,109,89,98,131,25,1,1
ACTA-10201076004,10201,10201076004,4,540,114,53,27,106,17,8,1
ACTA-10202076005,10202,10202076005,5,560,114,128,15,26,10,21,1
ACTA-10301076006,10301,10301076006,6,877,122,189,98,22,19,10,1
ACTA-10302076007,10302,10302076007,7,416,51,18,43,79,14,9,1
ACTA-10303076008,10303,10303076008,8,249,60,5,1,20,2,0,1
ACTA-10304076009,10304,10304076009,9,696,157,133,26,25,33,32,1
ACTA-10401076010,10401,10401076010,10,520,23,19,11,8,10,7,1
ACTA-10402076011,10402,10402076011,11,766,17,187,18,42,8,32,1
ACTA-10403076012,10403,10403076012,12,940,230,143,132,39,2,7,1
ACTA-10404076013,10404,10404076013,13,761,83,58,105,145,25,12,1
ACTA-10405076014,10405,10405076014,14,753,177,56,60,149,15,37,1
ACTA-10501076015,10501,10501076015,15,892,36,54,2,57,9,7,1
ACTA-10101076016,10101,10101076016,16,538,34,104,27,106,11,24,1
ACTA-10102076017,10102,10102076017,17,828,54,48,7,142,36,7,1
ACTA-10103076018,10103,10103076018,18,404,5,71,47,31,19,11,1
ACTA-10201076019,10201,10201076019,19,384,79,82,23,15,19,7,1
ACTA-10202076020,10202,10202076020,20,671,91,70,44,121,19,13,1
ACTA-10301077001,10301,10301077001,1,627,78,34,82,46,3,18,1
ACTA-10302077002,10302,10302077002,2,418,37,72,57,49,13,16,1
ACTA-10303077003,10303,10303077003,3,432,60,29,53,25,13,9,1
ACTA-10304077004,10304,10304077004,4,151,5,19,14,14,2,1,1
ACTA-10401077005,10401,10401077005,5,685,83,65,83,104,1,24,1
ACTA-10402077006,10402,10402077006,6,567,86,121,72,95,27,12,1
ACTA-10403077007,10403,10403077007,7,693,115,140,18,13,29,23,1
ACTA-10404077008,10404,10404077008,8,763,41,45,29,130,21,4,1
ACTA-10405077009,10405,10405077009,9,805,55,124,33,6,29,27,1
ACTA-10501077010,10501,10501077010,10,769,17,56,60,142,19,18,1
ACTA-10101077011,10101,10101077011,11,937,123,6,112,44,17,37,1
ACTA-10102077012,10102,10102077012,12,171,40,24,9,32,1,2,1
ACTA-10103077013,10103,10103077013,13,354,16,19,6,47,8,3,1
ACTA-10201077014,10201,10201077014,14,539,9,114,76,44,16,19,1
ACTA-10202077015,10202,10202077015,15,404,53,18,36,41,15,13,1
ACTA-10301077016,10301,10301077016,16,850,156,96,120,97,30,31,1
ACTA-10302077017,10302,10302077017,17,438,52,90,41,38,21,12,1
ACTA-10303077018,10303,10303077018,18,242,3,60,0,17,4,9,1
ACTA-10304077019,10304,10304077019,19,907,91,159,98,141,0,45,1
ACTA-10401077020,10401,10401077020,20,861,41,7,136,61,22,29,1
ACTA-10402078001,10402,10402078001,1,662,10,41,9,10,30,14,1
ACTA-10403078002,10403,10403078002,2,164,21,4,4,23,5,7,1
ACTA-10404078003,10404,10404078003,3,257,45,63,12,7,3,2,1
ACTA-10405078004,10405,10405078004,4,386,7,11,69,7,9,11,1
ACTA-10501078005,10501,10501078005,5,770,154,149,19,77,10,25,1
ACTA-10101078006,10101,10101078006,6,535,55,126,45,78,19,19,1
ACTA-10102078007,10102,10102078007,7,934,14,92,100,164,13,27,1
ACTA-10103078008,10103,10103078008,8,222,46,27,15,43,9,0,1
ACTA-10201078009,10201,10201078009,9,561,50,66,101,41,9,22,1
ACTA-10202078010,10202,10202078010,10,592,112,115,101,49,3,8,1
ACTA-10301078011,10301,10301078011,11,783,89,104,137,154,18,4,1
ACTA-10302078012,10302,10302078012,12,709,166,34,22,5,18,19,1
ACTA-10303078013,10303,10303078013,13,150,21,25,16,14,6,0,1
ACTA-10304078014,10304,10304078014,14,576,7,136,30,1,13,11,1
ACTA-10401078015,10401,10401078015,15,631,91,87,35,12,14,2,1
ACTA-10402078016,10402,10402078016,16,702,15,60,2,52,23,16,1
ACTA-10403078017,10403,10403078017,17,448,91,64,14,68,12,21,1
ACTA-10404078018,10404,10404078018,18,847,147,33,159,148,23,20,1
ACTA-10405078019,10405,10405078019,19,539,27,72,105,68,25,14,1
ACTA-10501078020,10501,10501078020,20,771,175,66,71,39,36,0,1
ACTA-10101079001,10101,10101079001,1,542,21,27,81,29,0,10,1
ACTA-10102079002,10102,10102079002,2,699,138,131,55,38,18,21,1
ACTA-10103079003,10103,10103079003,3,608,133,109,92,41,7,14,1
ACTA-10201079004,10201,10201079004,4,263,31,57,19,35,1,12,1
ACTA-10202079005,10202,10202079005,5,185,22,22,27,24,4,9,1
ACTA-10301079006,10301,10301079006,6,153,31,11,28,6,0,2,1
ACTA-10302079007,10302,10302079007,7,330,78,68,64,51,14,14,1
ACTA-10303079008,10303,10303079008,8,905,129,215,114,91,20,9,1
ACTA-10304079009,10304,10304079009,9,511,51,30,71,86,15,15,1
ACTA-10401079010,10401,10401079010,10,740,166,68,45,23,29,25,1
ACTA-10402079011,10402,10402079011,11,525,125,27,47,57,4,10,1
ACTA-10403079012,10403,10403079012,12,207,33,39,36,32,9,5,1
ACTA-10404079013,10404,10404079013,13,189,20,17,29,5,2,0,1
ACTA-10405079014,10405,10405079014,14,319,16,79,7,46,12,15,1
ACTA-10501079015,10501,10501079015,15,531,30,97,73,84,21,10,1
ACTA-10101079016,10101,10101079016,16,843,49,48,89,53,22,20,1
ACTA-10102079017,10102,10102079017,17,205,33,2,0,15,3,7,1
ACTA-10103079018,10103,10103079018,18,771,63,138,89,104,6,12,1
ACTA-10201079019,10201,10201079019,19,824,198,159,80,39,18,2,1
ACTA-10202079020,10202,10202079020,20,644,81,112,57,40,29,2,1
ACTA-10301080001,10301,10301080001,1,441,63,11,44,39,19,22,1
ACTA-10302080002,10302,10302080002,2,592,144,48,43,100,16,21,1
ACTA-10303080003,10303,10303080003,3,302,70,17,24,9,11,12,1
ACTA-10304080004,10304,10304080004,4,156,14,31,24,31,0,6,1
ACTA-10401080005,10401,10401080005,5,333,57,19,46,0,16,14,1
ACTA-10402080006,10402,10402080006,6,182,20,23,2,3,5,9,1
ACTA-10403080007,10403,10403080007,7,322,25,36,5,29,13,7,1
ACTA-10404080008,10404,10404080008,8,282,6,46,15,5,4,11,1
ACTA-10405080009,10405,10405080009,9,720,133,27,75,143,13,34,1
ACTA-10501080010,10501,10501080010,10,442,37,32,37,73,5,19,1
ACTA-10101080011,10101,10101080011,11,448,105,105,35,60,15,11,1
ACTA-10102080012,10102,10102080012,12,946,235,120,81,187,12,34,1
ACTA-10103080013,10103,10103080013,13,942,121,228,158,67,39,10,1
ACTA-10201080014,10201,10201080014,14,611,32,58,71,19,9,25,1
ACTA-10202080015,10202,10202080015,15,606,132,62,104,50,25,21,1
ACTA-10301080016,10301,10301080016,16,252,3,35,4,40,12,2,1
ACTA-10302080017,10302,10302080017,17,670,102,158,64,126,19,26,1
ACTA-10303080018,10303,10303080018,18,569,139,29,58,111,10,15,1
ACTA-10304080019,10304,10304080019,19,904,166,93,68,136,28,38,1
ACTA-10401080020,10401,10401080020,20,316,77,43,30,42,9,5,1
ACTA-10402081001,10402,10402081001,1,869,146,163,171,114,7,15,1
ACTA-10403081002,10403,10403081002,2,266,38,31,10,37,11,3,1
ACTA-10404081003,10404,10404081003,3,880,14,48,168,135,25,25,1
ACTA-10405081004,10405,10405081004,4,172,37,22,10,32,6,5,1
ACTA-10501081005,10501,10501081005,5,497,8,120,38,97,12,16,1
ACTA-10101081006,10101,10101081006,6,359,65,5,22,67,3,0,1
ACTA-10102081007,10102,10102081007,7,693,121,116,89,15,14,28,1
ACTA-10103081008,10103,10103081008,8,153,26,35,8,28,0,0,1
ACTA-10201081009,10201,10201081009,9,426,5,44,67,19,12,10,1
ACTA-10202081010,10202,10202081010,10,281,5,54,32,37,12,7,1
ACTA-10301081011,10301,10301081011,11,421,30,34,36,23,17,2,1
ACTA-10302081012,10302,10302081012,12,668,96,5,39,48,26,33,1
ACTA-10303081013,10303,10303081013,13,828,183,44,163,12,40,21,1
ACTA-10304081014,10304,10304081014,14,157,18,34,19,10,6,4,1
ACTA-10401081015,10401,10401081015,15,766,156,44,148,28,9,17,1
ACTA-10402081016,10402,10402081016,16,748,157,23,47,130,5,12,1
ACTA-10403081017,10403,10403081017,17,799,0,31,47,104,31,14,1
ACTA-10404081018,10404,10404081018,18,858,77,188,105,163,1,14,1
ACTA-10405081019,10405,10405081019,19,395,29,0,4,8,4,6,1
ACTA-10501081020,10501,10501081020,20,338,62,66,41,44,4,12,1
ACTA-10101082001,10101,10101082001,1,547,87,77,3,95,15,17,1
ACTA-10102082002,10102,10102082002,2,357,61,38,11,59,12,15,1
ACTA-10103082003,10103,10103082003,3,415,68,45,54,14,18,19,1
ACTA-10201082004,10201,10201082004,4,853,133,35,96,16,34,5,1
ACTA-10202082005,10202,10202082005,5,715,141,73,8,57,24,26,1
ACTA-10301082006,10301,10301082006,6,327,61,55,63,15,16,15,1
ACTA-10302082007,10302,10302082007,7,872,125,174,163,167,24,33,1
ACTA-10303082008,10303,10303082008,8,549,58,105,46,78,12,17,1
ACTA-10304082009,10304,10304082009,9,245,42,3,23,34,4,5,1
ACTA-10401082010,10401,10401082010,10,258,18,25,26,17,8,10,1
ACTA-10402082011,10402,10402082011,11,820,58,131,122,75,25,9,1
ACTA-10403082012,10403,10403082012,12,579,81,54,83,76,0,16,1
ACTA-10404082013,10404,10404082013,13,227,47,31,31,41,1,0,1
ACTA-10405082014,10405,10405082014,14,758,17,97,58,27,4,32,1
ACTA-10501082015,10501,10501082015,15,657,41,23,46,84,31,16,1
ACTA-10101082016,10101,10101082016,16,278,6,3,3,46,9,0,1
ACTA-10102082017,10102,10102082017,17,304,57,71,26,42,6,9,1
ACTA-10103082018,10103,10103082018,18,777,79,93,44,73,27,34,1
ACTA-10201082019,10201,10201082019,19,542,53,13,85,14,2,12,1
ACTA-10202082020,10202,10202082020,20,723,26,137,118,9,10,3,1
ACTA-10301083001,10301,10301083001,1,260,4,39,10,18,12,13,1
ACTA-10302083002,10302,10302083002,2,521,42,105,88,19,22,15,1
ACTA-10303083003,10303,10303083003,3,325,12,33,8,2,4,2,1
ACTA-10304083004,10304,10304083004,4,747,184,37,129,87,10,33,1
ACTA-10401083005,10401,10401083005,5,752,123,17,31,77,4,3,1
ACTA-10402083006,10402,10402083006,6,507,125,46,65,31,16,0,1
ACTA-10403083007,10403,10403083007,7,480,103,24,95,78,3,22,1
ACTA-10404083008,10404,10404083008,8,745,150,183,129,87,4,24,1
ACTA-10405083009,10405,10405083009,9,263,63,29,17,44,4,3,1
ACTA-10501083010,10501,10501083010,10,693,30,133,127,47,20,22,1
ACTA-10101083011,10101,10101083011,11,297,72,43,59,33,8,6,1
ACTA-10102083012,10102,10102083012,12,353,35,22,25,3,9,7,1
ACTA-10103083013,10103,10103083013,13,600,56,95,31,23,6,14,1
ACTA-10201083014,10201,10201083014,14,690,36,147,29,33,9,32,1
ACTA-10202083015,10202,10202083015,15,207,36,6,36,7,5,10,1
ACTA-10301083016,10301,10301083016,16,766,60,21,26,17,37,35,1
ACTA-10302083017,10302,10302083017,17,699,10,142,102,21,27,16,1
ACTA-10303083018,10303,10303083018,18,710,137,97,0,57,5,1,1
ACTA-10304083019,10304,10304083019,19,924,221,76,113,104,18,11,1
ACTA-10401083020,10401,10401083020,20,379,46,94,18,56,7,17,1
ACTA-10402084001,10402,10402084001,1,594,56,118,30,10,2,24,1
ACTA-10403084002,10403,10403084002,2,699,144,28,99,38,10,19,1
ACTA-10404084003,10404,10404084003,3,524,78,37,47,64,20,1,1
ACTA-10405084004,10405,10405084004,4,804,84,87,34,130,35,7,1
ACTA-10501084005,10501,10501084005,5,433,38,60,69,21,13,13,1
ACTA-10101084006,10101,10101084006,6,809,182,41,95,76,31,3,1
ACTA-10102084007,10102,10102084007,7,883,67,182,54,126,4,26,1
ACTA-10103084008,10103,10103084008,8,828,13,186,21,150,11,17,1
ACTA-10201084009,10201,10201084009,9,374,61,76,23,9,5,17,1
ACTA-10202084010,10202,10202084010,10,247,38,18,39,20,1,8,1
ACTA-10301084011,10301,10301084011,11,501,78,83,55,24,4,0,1
ACTA-10302084012,10302,10302084012,12,760,124,119,36,15,1,11,1
ACTA-10303084013,10303,10303084013,13,169,34,24,20,33,7,0,1
ACTA-10304084014,10304,10304084014,14,890,55,202,131,150,1,15,1
ACTA-10401084015,10401,10401084015,15,372,39,61,63,17,14,13,1
ACTA-10402084016,10402,10402084016,16,791,97,151,158,130,30,18,1
ACTA-10403084017,10403,10403084017,17,429,24,18,63,52,12,0,1
ACTA-10404084018,10404,10404084018,18,526,108,50,31,18,8,23,1
ACTA-10405084019,10405,10405084019,19,500,3,112,13,86,24,7,1
ACTA-10501084020,10501,10501084020,20,718,29,171,6,46,26,12,1
ACTA-10101085001,10101,10101085001,1,426,28,101,23,23,14,9,1
ACTA-10102085002,10102,10102085002,2,549,96,46,81,97,18,6,1
ACTA-10103085003,10103,10103085003,3,772,162,170,14,28,27,18,1
ACTA-10201085004,10201,10201085004,4,817,60,204,13,31,27,33,1
ACTA-10202085005,10202,10202085005,5,945,226,73,15,80,11,3,1
ACTA-10301085006,10301,10301085006,6,683,107,150,75,102,3,8,1
ACTA-10302085007,10302,10302085007,7,248,62,11,21,30,8,6,1
ACTA-10303085008,10303,10303085008,8,655,9,58,7,80,24,23,1
ACTA-10304085009,10304,10304085009,9,485,15,15,51,83,3,18,1
ACTA-10401085010,10401,10401085010,10,775,29,86,134,134,3,33,1
ACTA-10402085011,10402,10402085011,11,384,67,43,37,41,10,0,1
ACTA-10403085012,10403,10403085012,12,420,37,100,52,74,17,19,1
ACTA-10404085013,10404,10404085013,13,659,155,146,16,12,8,18,1
ACTA-10405085014,10405,10405085014,14,663,56,40,5,60,9,15,1
ACTA-10501085015,10501,10501085015,15,479,110,80,62,51,4,0,1
ACTA-10101085016,10101,10101085016,16,836,22,124,126,45,3,18,1
ACTA-10102085017,10102,10102085017,17,727,71,87,138,49,5,33,1
ACTA-10103085018,10103,10103085018,18,234,10,41,7,28,6,8,1
ACTA-10201085019,10201,10201085019,19,394,39,62,12,39,4,6,1
ACTA-10202085020,10202,10202085020,20,384,63,19,20,71,17,13,1
ACTA-10301086001,10301,10301086001,1,843,154,174,32,63,24,34,1
ACTA-10302086002,10302,10302086002,2,264,42,50,44,27,9,8,1
ACTA-10303086003,10303,10303086003,3,837,3,185,39,89,30,28,1
ACTA-10304086004,10304,10304086004,4,392,17,21,3,48,4,16,1
ACTA-10401086005,10401,10401086005,5,407,24,54,19,8,9,15,1
ACTA-10402086006,10402,10402086006,6,860,92,24,72,94,16,35,1
ACTA-10403086007,10403,10403086007,7,516,58,2,7,9,25,3,1
ACTA-10404086008,10404,10404086008,8,796,47,172,123,152,5,11,1
ACTA-10405086009,10405,10405086009,9,777,156,19,149,37,36,20,1
ACTA-10501086010,10501,10501086010,10,699,53,158,133,127,29,25,1
ACTA-10101086011,10101,10101086011,11,155,17,30,5,6,4,0,1
ACTA-10102086012,10102,10102086012,12,635,42,17,81,22,14,21,1
ACTA-10103086013,10103,10103086013,13,349,78,73,58,41,14,0,1
ACTA-10201086014,10201,10201086014,14,508,27,82,87,2,7,4,1
ACTA-10202086015,10202,10202086015,15,407,34,90,67,66,19,5,1
ACTA-10301086016,10301,10301086016,16,696,20,9,99,129,15,15,1
ACTA-10302086017,10302,10302086017,17,243,17,2,7,25,5,4,1
ACTA-10303086018,10303,10303086018,18,695,20,156,32,61,3,30,1
ACTA-10304086019,10304,10304086019,19,546,125,28,68,12,16,9,1
ACTA-10401086020,10401,10401086020,20,699,48,45,19,42,3,28,1
ACTA-10402087001,10402,10402087001,1,159,30,22,2,7,4,3,1
ACTA-10403087002,10403,10403087002,2,743,177,154,0,21,0,29,1
ACTA-10404087003,10404,10404087003,3,849,104,135,43,52,11,24,1
ACTA-10405087004,10405,10405087004,4,944,167,212,97,89,44,45,1
ACTA-10501087005,10501,10501087005,5,218,8,52,14,40,3,8,1
ACTA-10101087006,10101,10101087006,6,264,8,52,9,22,13,0,1
ACTA-10102087007,10102,10102087007,7,862,183,22,7,26,12,5,1
ACTA-10103087008,10103,10103087008,8,774,174,104,117,106,29,10,1
ACTA-10201087009,10201,10201087009,9,174,39,14,0,10,0,5,1
ACTA-10202087010,10202,10202087010,10,301,45,65,0,20,12,0,1
ACTA-10301087011,10301,10301087011,11,837,148,108,36,105,28,1,1
ACTA-10302087012,10302,10302087012,12,445,84,39,18,57,9,2,1
ACTA-10303087013,10303,10303087013,13,797,70,72,128,135,24,1,1
ACTA-10304087014,10304,10304087014,14,633,71,38,100,32,31,29,1
ACTA-10401087015,10401,10401087015,15,179,20,8,3,8,0,4,1
ACTA-10402087016,10402,10402087016,16,345,62,21,56,9,10,9,1
ACTA-10403087017,10403,10403087017,17,318,22,29,7,55,5,5,1
ACTA-10404087018,10404,10404087018,18,507,101,67,48,86,25,13,1
ACTA-10405087019,10405,10405087019,19,659,40,117,116,112,30,3,1
ACTA-10501087020,10501,10501087020,20,685,164,23,46,47,29,33,1
ACTA-10101088001,10101,10101088001,1,228,50,50,34,21,5,5,1
ACTA-10102088002,10102,10102088002,2,467,41,102,42,0,16,1,1
ACTA-10103088003,10103,10103088003,3,885,105,146,52,163,3,9,1
ACTA-10201088004,10201,10201088004,4,482,104,29,6,91,1,22,1
ACTA-10202088005,10202,10202088005,5,242,6,6,42,40,12,10,1
ACTA-10301088006,10301,10301088006,6,847,191,104,35,118,8,15,1
ACTA-10302088007,10302,10302088007,7,629,43,12,123,66,19,8,1
ACTA-10303088008,10303,10303088008,8,556,35,79,42,77,20,4,1
ACTA-10304088009,10304,10304088009,9,846,105,102,60,2,24,37,1
ACTA-10401088010,10401,10401088010,10,328,59,14,64,17,9,10,1
ACTA-10402088011,10402,10402088011,11,532,105,118,29,24,14,6,1
ACTA-10403088012,10403,10403088012,12,835,87,53,146,15,11,18,1
ACTA-10404088013,10404,10404088013,13,522,129,22,66,96,22,4,1
ACTA-10405088014,10405,10405088014,14,351,35,48,66,13,14,17,1
ACTA-10501088015,10501,10501088015,15,865,122,32,24,151,33,0,1
ACTA-10101088016,10101,10101088016,16,488,26,11,56,89,0,13,1
ACTA-10102088017,10102,10102088017,17,508,20,27,65,35,20,1,1
ACTA-10103088018,10103,10103088018,18,189,25,6,29,3,1,2,1
ACTA-10201088019,10201,10201088019,19,948,212,215,9,64,42,3,1
ACTA-10202088020,10202,10202088020,20,813,171,44,150,68,38,34,1
ACTA-10301089001,10301,10301089001,1,299,12,39,35,38,7,4,1
ACTA-10302089002,10302,10302089002,2,164,18,10,0,17,7,2,1
ACTA-10303089003,10303,10303089003,3,681,22,115,50,121,7,21,1
ACTA-10304089004,10304,10304089004,4,581,106,49,42,61,26,15,1
ACTA-10401089005,10401,10401089005,5,309,45,43,41,0,8,1,1
ACTA-10402089006,10402,10402089006,6,826,92,134,126,97,12,3,1
ACTA-10403089007,10403,10403089007,7,496,31,76,95,66,20,10,1
ACTA-10404089008,10404,10404089008,8,189,39,7,19,11,1,1,1
ACTA-10405089009,10405,10405089009,9,619,58,112,121,78,2,7,1
ACTA-10501089010,10501,10501089010,10,378,65,82,33,75,6,17,1
ACTA-10101089011,10101,10101089011,11,553,7,15,78,93,23,10,1
ACTA-10102089012,10102,10102089012,12,425,9,21,71,37,4,13,1
ACTA-10103089013,10103,10103089013,13,272,30,17,25,1,8,9,1
ACTA-10201089014,10201,10201089014,14,314,50,44,45,26,5,9,1
ACTA-10202089015,10202,10202089015,15,775,164,93,19,61,33,23,1
ACTA-10301089016,10301,10301089016,16,337,63,16,17,15,10,2,1
ACTA-10302089017,10302,10302089017,17,312,25,16,3,27,9,1,1
ACTA-10303089018,10303,10303089018,18,467,108,116,53,53,19,8,1
ACTA-10304089019,10304,10304089019,19,268,53,66,20,38,9,5,1
ACTA-10401089020,10401,10401089020,20,345,84,29,21,69,13,11,1
ACTA-10402090001,10402,10402090001,1,788,110,81,1,2,1,33,1
ACTA-10403090002,10403,10403090002,2,599,108,82,26,71,12,23,1
ACTA-10404090003,10404,10404090003,3,799,107,187,47,20,23,14,1
ACTA-10405090004,10405,10405090004,4,268,59,9,8,0,3,12,1
ACTA-10501090005,10501,10501090005,5,194,21,5,33,7,8,3,1
ACTA-10101090006,10101,10101090006,6,846,195,72,134,7,16,36,1
ACTA-10102090007,10102,10102090007,7,412,67,68,75,49,6,9,1
ACTA-10103090008,10103,10103090008,8,712,71,3,94,15,9,1,1
ACTA-10201090009,10201,10201090009,9,820,147,123,119,82,36,36,1
ACTA-10202090010,10202,10202090010,10,478,101,45,19,95,18,22,1
ACTA-10301090011,10301,10301090011,11,194,47,28,31,3,3,4,1
ACTA-10302090012,10302,10302090012,12,268,33,42,40,50,2,1,1
ACTA-10303090013,10303,10303090013,13,838,179,76,151,109,20,37,1
ACTA-10304090014,10304,10304090014,14,226,2,3,26,25,8,4,1
ACTA-10401090015,10401,10401090015,15,266,55,28,38,8,9,11,1
ACTA-10402090016,10402,10402090016,16,404,1,83,21,58,17,15,1
ACTA-10403090017,10403,10403090017,17,219,32,20,30,3,5,3,1
ACTA-10404090018,10404,10404090018,18,916,88,122,16,178,4,44,1
ACTA-10405090019,10405,10405090019,19,689,22,128,35,67,31,2,1
ACTA-10501090020,10501,10501090020,20,424,30,7,80,20,12,5,1
ACTA-10101091001,10101,10101091001,1,256,38,44,47,7,11,7,1
ACTA-10102091002,10102,10102091002,2,746,0,99,53,88,0,20,1
ACTA-10103091003,10103,10103091003,3,481,49,118,86,35,23,16,1
ACTA-10201091004,10201,10201091004,4,764,20,150,150,142,5,34,1
ACTA-10202091005,10202,10202091005,5,491,81,84,16,36,19,11,1
ACTA-10301091006,10301,10301091006,6,439,89,85,26,4,10,12,1
ACTA-10302091007,10302,10302091007,7,782,94,176,138,19,35,35,1
ACTA-10303091008,10303,10303091008,8,509,28,2,95,94,6,25,1
ACTA-10304091009,10304,10304091009,9,501,27,88,63,40,12,5,1
ACTA-10401091010,10401,10401091010,10,822,105,5,77,58,7,31,1
ACTA-10402091011,10402,10402091011,11,359,29,83,28,18,12,13,1
ACTA-10403091012,10403,10403091012,12,447,46,8,24,12,22,19,1
ACTA-10404091013,10404,10404091013,13,796,109,127,87,84,31,26,1
ACTA-10405091014,10405,10405091014,14,444,43,81,56,49,19,11,1
ACTA-10501091015,10501,10501091015,15,929,204,63,165,166,3,44,1
ACTA-10101091016,10101,10101091016,16,864,8,67,23,19,23,43,1
ACTA-10102091017,10102,10102091017,17,305,2,6,46,1,6,3,1
ACTA-10103091018,10103,10103091018,18,151,24,8,1,13,3,6,1
ACTA-10201091019,10201,10201091019,19,871,69,178,10,133,37,24,1
ACTA-10202091020,10202,10202091020,20,911,186,2,6,72,2,35,1
ACTA-10301092001,10301,10301092001,1,225,25,52,0,25,6,8,1
ACTA-10302092002,10302,10302092002,2,899,76,160,93,149,3,7,1
ACTA-10303092003,10303,10303092003,3,482,24,83,89,73,18,15,1
ACTA-10304092004,10304,10304092004,4,280,50,58,47,31,13,5,1
ACTA-10401092005,10401,10401092005,5,519,120,66,35,61,2,3,1
ACTA-10402092006,10402,10402092006,6,174,6,16,18,13,4,4,1
ACTA-10403092007,10403,10403092007,7,829,132,63,10,34,33,2,1
ACTA-10404092008,10404,10404092008,8,660,133,5,124,31,23,24,1
ACTA-10405092009,10405,10405092009,9,810,164,56,138,88,26,28,1
ACTA-10501092010,10501,10501092010,10,189,9,26,27,5,6,9,1
ACTA-10101092011,10101,10101092011,11,383,47,6,68,69,5,19,1
ACTA-10102092012,10102,10102092012,12,848,63,26,157,93,19,42,1
ACTA-10103092013,10103,10103092013,13,336,15,78,7,27,4,12,1
ACTA-10201092014,10201,10201092014,14,511,112,31,16,81,2,24,1
ACTA-10202092015,10202,10202092015,15,688,163,24,103,23,26,19,1
ACTA-10301092016,10301,10301092016,16,755,146,25,17,63,16,9,1
ACTA-10302092017,10302,10302092017,17,572,142,18,7,45,19,16,1
ACTA-10303092018,10303,10303092018,18,174,29,31,25,21,3,2,1
ACTA-10304092019,10304,10304092019,19,938,229,185,179,182,28,1,1
ACTA-10401092020,10401,10401092020,20,767,73,110,35,150,27,0,1
ACTA-10402093001,10402,10402093001,1,429,68,55,65,81,16,9,1
ACTA-10403093002,10403,10403093002,2,434,68,53,47,37,20,10,1
ACTA-10404093003,10404,10404093003,3,578,1,85,104,64,13,6,1
ACTA-10405093004,10405,10405093004,4,903,85,108,41,73,9,3,1
ACTA-10501093005,10501,10501093005,5,394,17,9,20,38,14,19,1
ACTA-10101093006,10101,10101093006,6,621,15,150,32,98,28,21,1
ACTA-10102093007,10102,10102093007,7,462,28,57,83,24,16,15,1
ACTA-10103093008,10103,10103093008,8,827,192,141,152,94,7,7,1
ACTA-10201093009,10201,10201093009,9,813,201,32,101,136,4,0,1
ACTA-10202093010,10202,10202093010,10,465,63,59,89,79,18,11,1
ACTA-10301093011,10301,10301093011,11,390,76,69,59,75,2,12,1
ACTA-10302093012,10302,10302093012,12,727,41,18,136,140,33,14,1
ACTA-10303093013,10303,10303093013,13,848,182,55,45,58,9,25,1
ACTA-10304093014,10304,10304093014,14,744,61,49,104,135,4,8,1
ACTA-10401093015,10401,10401093015,15,650,152,116,35,126,13,27,1
ACTA-10402093016,10402,10402093016,16,554,100,45,57,94,16,11,1
ACTA-10403093017,10403,10403093017,17,501,89,73,87,72,19,18,1
ACTA-10404093018,10404,10404093018,18,161,14,24,27,4,2,2,1
ACTA-10405093019,10405,10405093019,19,808,36,184,33,54,27,3,1
ACTA-10501093020,10501,10501093020,20,335,52,79,9,31,8,1,1
ACTA-10101094001,10101,10101094001,1,949,54,64,168,131,38,40,1
ACTA-10102094002,10102,10102094002,2,181,27,44,6,25,1,9,1
ACTA-10103094003,10103,10103094003,3,329,64,36,43,31,12,10,1
ACTA-10201094004,10201,10201094004,4,424,55,47,46,46,4,6,1
ACTA-10202094005,10202,10202094005,5,683,101,53,35,56,6,14,1
ACTA-10301094006,10301,10301094006,6,885,186,149,163,47,34,34,1
ACTA-10302094007,10302,10302094007,7,367,34,75,61,57,6,9,1
ACTA-10303094008,10303,10303094008,8,786,166,43,74,38,38,4,1
ACTA-10304094009,10304,10304094009,9,309,77,72,16,34,13,2,1
ACTA-10401094010,10401,10401094010,10,432,61,59,36,12,4,15,1
ACTA-10402094011,10402,10402094011,11,467,30,55,79,40,4,13,1
ACTA-10403094012,10403,10403094012,12,223,0,36,5,18,9,4,1
ACTA-10404094013,10404,10404094013,13,540,68,65,3,41,13,6,1
ACTA-10405094014,10405,10405094014,14,538,15,48,20,73,15,20,1
ACTA-10501094015,10501,10501094015,15,937,206,13,3,25,21,34,1
ACTA-10101094016,10101,10101094016,16,899,1,106,144,173,40,13,1
ACTA-10102094017,10102,10102094017,17,333,53,76,29,4,9,14,1
ACTA-10103094018,10103,10103094018,18,395,21,9,72,1,10,5,1
ACTA-10201094019,10201,10201094019,19,228,52,19,29,4,5,4,1
ACTA-10202094020,10202,10202094020,20,385,27,92,63,28,4,2,1
ACTA-10301095001,10301,10301095001,1,357,23,47,47,27,0,17,1
ACTA-10302095002,10302,10302095002,2,183,28,22,14,9,1,7,1
ACTA-10303095003,10303,10303095003,3,177,9,22,33,22,5,0,1
ACTA-10304095004,10304,10304095004,4,771,161,58,120,55,11,27,1
ACTA-10401095005,10401,10401095005,5,354,65,20,30,15,0,1,1
ACTA-10402095006,10402,10402095006,6,447,97,11,87,24,16,9,1
ACTA-10403095007,10403,10403095007,7,292,53,29,40,41,6,6,1
