nro_acta,codigo_territorial,codigo_mesa,nro_mesa,nro_votantes,partido1,partido2,partido3,partido4,votos_blancos,votos_nulos,registrado_por
ACTA-10401075015,10401,10401075015,15,536,100,12,39,38,1,7,1
ACTA-10402075016,10402,10402075016,16,627,33,8,37,13,1,1,1
ACTA-10403075017,10403,10403075017,17,884,55,148,81,155,44,4,1
ACTA-10404075018,10404,10404075018,18,838,92,117,9,107,8,7,1
ACTA-10405075019,10405,10405075019,19,678,10,38,107,34,27,24,1
ACTA-ERROR-10501075020,10501,10501075020,20,605,605,65,49,33,8,17,1
ACTA-10101076001,10101,10101076001,1,575,44,126,63,25,6,26,1
ACTA-10102076002,10102,10102076002,2,545,73,21,28,56,14,0,1
ACTA-10103076003,10103,10103076003,3,834,86,57,14,160,35,18,1
ACTA-10201076004,10201,10201076004,4,338,74,37,10,9,8,7,1
ACTA-10202076005,10202,10202076005,5,448,61,54,8,47,21,5,1
ACTA-10301076006,10301,10301076006,6,362,1,30,58,59,9,6,1
ACTA-10302076007,10302,10302076007,7,772,158,35,66,13,5,6,1
ACTA-10303076008,10303,10303076008,8,284,46,60,30,12,1,9,1
ACTA-10304076009,10304,10304076009,9,658,40,139,22,52,3,2,1
ACTA-ERROR-10401076010,10401,10401076010,10,472,472,49,37,35,19,29,1
ACTA-10402076011,10402,10402076011,11,523,106,67,101,78,5,21,1
ACTA-10403076012,10403,10403076012,12,550,0,36,7,106,22,2,1
ACTA-10404076013,10404,10404076013,13,485,50,23,9,61,21,11,1
ACTA-10405076014,10405,10405076014,14,346,20,30,40,59,15,4,1
ACTA-10501076015,10501,10501076015,15,456,14,66,65,79,19,0,1
ACTA-10101076016,10101,10101076016,16,382,28,1,27,25,5,4,1
ACTA-10102076017,10102,10102076017,17,683,145,8,128,29,6,32,1
ACTA-10103076018,10103,10103076018,18,814,95,103,67,34,24,0,1
ACTA-10201076019,10201,10201076019,19,689,50,38,23,74,22,30,1
ACTA-ERROR-10202076020,10202,10202076020,20,855,855,40,20,52,15,29,1
ACTA-10301077001,10301,10301077001,1,726,26,144,88,28,1,14,1
ACTA-10302077002,10302,10302077002,2,631,28,154,121,117,18,29,1
ACTA-10303077003,10303,10303077003,3,440,11,67,27,50,18,3,1
ACTA-10304077004,10304,10304077004,4,152,29,23,4,5,2,5,1
ACTA-10401077005,10401,10401077005,5,872,36,135,55,158,32,8,1
ACTA-10402077006,10402,10402077006,6,837,143,180,23,53,35,16,1
ACTA-10403077007,10403,10403077007,7,797,169,2,134,126,18,25,1
ACTA-10404077008,10404,10404077008,8,257,62,14,30,39,8,7,1
ACTA-10405077009,10405,10405077009,9,858,174,12,56,136,32,16,1
ACTA-ERROR-10501077010,10501,10501077010,10,405,405,76,27,47,24,20,1
ACTA-10101077011,10101,10101077011,11,711,18,99,17,37,18,31,1
ACTA-10102077012,10102,10102077012,12,738,169,57,113,87,20,17,1
ACTA-10103077013,10103,10103077013,13,651,92,125,45,58,9,16,1
ACTA-10201077014,10201,10201077014,14,829,199,6,37,22,27,23,1
ACTA-10202077015,10202,10202077015,15,260,13,7,33,51,8,13,1
ACTA-10301077016,10301,10301077016,16,211,16,2,4,29,7,10,1
ACTA-10302077017,10302,10302077017,17,868,33,122,120,19,24,8,1
ACTA-10303077018,10303,10303077018,18,179,1,29,31,30,6,8,1
ACTA-10304077019,10304,10304077019,19,239,10,50,33,33,10,1,1
ACTA-ERROR-10401077020,10401,10401077020,20,274,274,60,57,13,26,24,1
ACTA-10402078001,10402,10402078001,1,795,31,165,92,136,14,30,1
ACTA-10403078002,10403,10403078002,2,902,65,200,66,42,35,3,1
ACTA-10404078003,10404,10404078003,3,291,19,48,56,55,7,5,1
ACTA-10405078004,10405,10405078004,4,799,142,101,116,67,24,5,1
ACTA-10501078005,10501,10501078005,5,677,68,57,17,118,14,9,1
ACTA-10101078006,10101,10101078006,6,579,2,14,9,73,3,25,1
ACTA-10102078007,10102,10102078007,7,543,33,5,45,94,3,15,1
ACTA-10103078008,10103,10103078008,8,821,50,93,99,69,18,22,1
ACTA-10201078009,10201,10201078009,9,727,124,38,124,49,16,5,1
ACTA-ERROR-10202078010,10202,10202078010,10,674,674,37,36,59,10,7,1
ACTA-10301078011,10301,10301078011,11,434,75,103,24,14,19,17,1
ACTA-10302078012,10302,10302078012,12,238,47,56,28,14,3,8,1
ACTA-10303078013,10303,10303078013,13,243,38,48,48,4,1,1,1
ACTA-10304078014,10304,10304078014,14,652,110,76,61,73,13,21,1
ACTA-10401078015,10401,10401078015,15,587,93,133,68,95,16,19,1
ACTA-10402078016,10402,10402078016,16,456,29,28,50,75,13,8,1
ACTA-10403078017,10403,10403078017,17,317,71,21,57,0,9,13,1
ACTA-10404078018,10404,10404078018,18,485,110,29,66,44,1,20,1
ACTA-10405078019,10405,10405078019,19,405,93,61,76,41,16,14,1
ACTA-ERROR-10501078020,10501,10501078020,20,486,486,66,48,26,21,24,1
ACTA-10101079001,10101,10101079001,1,266,58,16,37,49,0,3,1
ACTA-10102079002,10102,10102079002,2,665,166,144,6,96,3,1,1
ACTA-10103079003,10103,10103079003,3,198,15,22,31,16,4,6,1
ACTA-10201079004,10201,10201079004,4,898,110,198,44,178,16,7,1
ACTA-10202079005,10202,10202079005,5,402,57,46,53,75,0,10,1
ACTA-10301079006,10301,10301079006,6,174,18,30,3,22,4,8,1
ACTA-10302079007,10302,10302079007,7,651,4,67,83,89,25,8,1
ACTA-10303079008,10303,10303079008,8,466,49,48,54,34,21,7,1
ACTA-10304079009,10304,10304079009,9,306,12,11,61,47,7,0,1
ACTA-ERROR-10401079010,10401,10401079010,10,627,627,38,33,49,15,20,1
ACTA-10402079011,10402,10402079011,11,750,89,153,8,112,27,24,1
ACTA-10403079012,10403,10403079012,12,887,44,136,113,143,18,40,1
ACTA-10404079013,10404,10404079013,13,670,70,49,129,133,14,32,1
ACTA-10405079014,10405,10405079014,14,558,66,78,57,31,14,13,1
ACTA-10501079015,10501,10501079015,15,504,38,0,41,44,23,14,1
ACTA-10101079016,10101,10101079016,16,915,88,195,71,3,41,13,1
ACTA-10102079017,10102,10102079017,17,739,148,125,59,87,35,33,1
ACTA-10103079018,10103,10103079018,18,411,5,48,1,46,12,1,1
ACTA-10201079019,10201,10201079019,19,546,0,29,53,38,18,0,1
ACTA-ERROR-10202079020,10202,10202079020,20,717,717,72,38,21,15,29,1
ACTA-10301080001,10301,10301080001,1,859,33,133,68,112,4,41,1
ACTA-10302080002,10302,10302080002,2,247,8,2,30,10,6,0,1
ACTA-10303080003,10303,10303080003,3,335,15,2,31,1,10,5,1
ACTA-10304080004,10304,10304080004,4,412,61,68,65,62,9,12,1
ACTA-10401080005,10401,10401080005,5,402,82,53,57,72,8,15,1
ACTA-10402080006,10402,10402080006,6,339,1,44,63,43,0,1,1
ACTA-10403080007,10403,10403080007,7,430,103,51,25,75,2,1,1
ACTA-10404080008,10404,10404080008,8,806,56,1,145,63,7,22,1
ACTA-10405080009,10405,10405080009,9,779,56,2,133,143,29,18,1
ACTA-ERROR-10501080010,10501,10501080010,10,232,232,78,39,31,30,24,1
ACTA-10101080011,10101,10101080011,11,199,4,43,6,26,6,9,1
ACTA-10102080012,10102,10102080012,12,740,69,29,116,116,21,17,1
ACTA-10103080013,10103,10103080013,13,495,82,71,90,15,7,3,1
ACTA-10201080014,10201,10201080014,14,892,123,127,91,95,37,33,1
ACTA-10202080015,10202,10202080015,15,537,64,35,28,16,23,5,1
ACTA-10301080016,10301,10301080016,16,682,7,142,13,39,6,19,1
ACTA-10302080017,10302,10302080017,17,893,55,86,105,123,6,36,1
ACTA-10303080018,10303,10303080018,18,395,68,95,77,31,9,9,1
ACTA-10304080019,10304,10304080019,19,667,62,155,110,15,11,19,1
ACTA-ERROR-10401080020,10401,10401080020,20,254,254,22,44,12,15,13,1
ACTA-10402081001,10402,10402081001,1,305,31,31,20,21,14,10,1
ACTA-10403081002,10403,10403081002,2,901,221,173,10,96,9,30,1
ACTA-10404081003,10404,10404081003,3,228,14,18,42,7,0,3,1
ACTA-10405081004,10405,10405081004,4,544,26,91,87,26,6,2,1
ACTA-10501081005,10501,10501081005,5,865,12,98,133,139,42,28,1
ACTA-10101081006,10101,10101081006,6,603,113,105,33,44,25,12,1
ACTA-10102081007,10102,10102081007,7,710,48,144,111,117,12,26,1
ACTA-10103081008,10103,10103081008,8,181,9,45,6,27,8,1,1
ACTA-10201081009,10201,10201081009,9,426,78,67,69,13,10,14,1
ACTA-ERROR-10202081010,10202,10202081010,10,342,342,46,46,32,29,5,1
ACTA-10301081011,10301,10301081011,11,896,213,148,38,119,10,44,1
ACTA-10302081012,10302,10302081012,12,463,30,106,10,14,4,18,1
ACTA-10303081013,10303,10303081013,13,759,7,66,8,40,15,28,1
ACTA-10304081014,10304,10304081014,14,721,176,6,124,100,23,27,1
ACTA-10401081015,10401,10401081015,15,250,39,17,28,41,8,0,1
ACTA-10402081016,10402,10402081016,16,844,172,117,72,61,10,27,1
ACTA-10403081017,10403,10403081017,17,304,46,61,46,11,11,5,1
ACTA-10404081018,10404,10404081018,18,170,19,18,14,11,3,4,1
ACTA-10405081019,10405,10405081019,19,238,1,0,24,45,2,3,1
ACTA-ERROR-10501081020,10501,10501081020,20,286,286,56,13,30,20,22,1
ACTA-10101082001,10101,10101082001,1,923,166,63,155,29,37,12,1
ACTA-10102082002,10102,10102082002,2,287,50,53,4,47,0,4,1
ACTA-10103082003,10103,10103082003,3,583,57,68,81,85,0,5,1
ACTA-10201082004,10201,10201082004,4,564,82,22,102,40,15,21,1
ACTA-10202082005,10202,10202082005,5,773,171,54,56,0,26,31,1
ACTA-10301082006,10301,10301082006,6,732,66,173,141,68,28,14,1
ACTA-10302082007,10302,10302082007,7,361,22,70,63,28,15,10,1
ACTA-10303082008,10303,10303082008,8,381,27,23,43,42,8,15,1
ACTA-10304082009,10304,10304082009,9,497,32,2,52,20,5,21,1
ACTA-ERROR-10401082010,10401,10401082010,10,478,478,65,47,24,18,5,1
ACTA-10402082011,10402,10402082011,11,760,50,176,21,96,20,31,1
ACTA-10403082012,10403,10403082012,12,413,10,101,65,53,18,0,1
ACTA-10404082013,10404,10404082013,13,527,76,95,75,68,1,26,1
ACTA-10405082014,10405,10405082014,14,413,76,25,41,39,5,2,1
ACTA-10501082015,10501,10501082015,15,177,6,22,34,12,2,0,1
ACTA-10101082016,10101,10101082016,16,200,18,44,12,37,10,3,1
ACTA-10102082017,10102,10102082017,17,852,185,60,52,138,0,10,1
ACTA-10103082018,10103,10103082018,18,902,51,184,88,48,4,21,1
ACTA-10201082019,10201,10201082019,19,349,55,78,39,66,8,10,1
ACTA-ERROR-10202082020,10202,10202082020,20,272,272,63,58,13,14,23,1
ACTA-10301083001,10301,10301083001,1,773,89,111,83,99,26,5,1
ACTA-10302083002,10302,10302083002,2,594,144,44,1,83,20,9,1
ACTA-10303083003,10303,10303083003,3,882,132,187,8,149,20,4,1
ACTA-10304083004,10304,10304083004,4,924,75,218,127,58,40,28,1
ACTA-10401083005,10401,10401083005,5,436,79,16,0,47,1,20,1
ACTA-10402083006,10402,10402083006,6,875,171,172,96,167,4,2,1
ACTA-10403083007,10403,10403083007,7,583,42,11,110,86,0,29,1
ACTA-10404083008,10404,10404083008,8,802,83,173,11,53,4,10,1
ACTA-10405083009,10405,10405083009,9,361,20,2,5,57,7,10,1
ACTA-ERROR-10501083010,10501,10501083010,10,906,906,45,50,41,22,24,1
ACTA-10101083011,10101,10101083011,11,637,38,3,15,110,13,0,1
ACTA-10102083012,10102,10102083012,12,696,154,109,82,126,24,13,1
ACTA-10103083013,10103,10103083013,13,780,107,86,119,129,1,34,1
ACTA-10201083014,10201,10201083014,14,794,158,132,89,126,27,8,1
ACTA-10202083015,10202,10202083015,15,456,18,15,48,20,22,20,1
ACTA-10301083016,10301,10301083016,16,729,140,171,27,122,30,6,1
ACTA-10302083017,10302,10302083017,17,514,34,88,98,61,20,25,1
ACTA-10303083018,10303,10303083018,18,546,118,72,95,67,16,12,1
ACTA-10304083019,10304,10304083019,19,672,51,0,2,45,16,29,1
ACTA-ERROR-10401083020,10401,10401083020,20,770,770,39,59,34,17,20,1
ACTA-10402084001,10402,10402084001,1,886,128,126,98,17,8,38,1
ACTA-10403084002,10403,10403084002,2,485,69,95,28,86,11,9,1
ACTA-10404084003,10404,10404084003,3,237,4,18,46,44,1,1,1
ACTA-10405084004,10405,10405084004,4,700,37,126,28,62,3,8,1
ACTA-10501084005,10501,10501084005,5,900,159,127,87,62,32,18,1
ACTA-10101084006,10101,10101084006,6,686,123,101,50,45,5,5,1
ACTA-10102084007,10102,10102084007,7,225,25,33,3,19,10,6,1
ACTA-10103084008,10103,10103084008,8,222,13,53,18,5,4,11,1
ACTA-10201084009,10201,10201084009,9,686,101,145,35,96,21,31,1
ACTA-ERROR-10202084010,10202,10202084010,10,259,259,30,56,19,25,11,1
ACTA-10301084011,10301,10301084011,11,425,35,106,58,32,10,4,1
ACTA-10302084012,10302,10302084012,12,748,49,88,64,98,24,34,1
ACTA-10303084013,10303,10303084013,13,274,32,53,24,0,7,1,1
ACTA-10304084014,10304,10304084014,14,367,57,0,42,5,5,8,1
ACTA-10401084015,10401,10401084015,15,432,35,89,3,67,12,21,1
ACTA-10402084016,10402,10402084016,16,943,71,62,42,36,38,39,1
ACTA-10403084017,10403,10403084017,17,414,69,82,32,12,12,2,1
ACTA-10404084018,10404,10404084018,18,667,143,33,61,47,29,30,1
ACTA-10405084019,10405,10405084019,19,179,33,44,31,24,1,1,1
ACTA-ERROR-10501084020,10501,10501084020,20,207,207,42,40,50,18,25,1
ACTA-10101085001,10101,10101085001,1,671,49,61,40,93,30,16,1
ACTA-10102085002,10102,10102085002,2,458,62,11,5,87,13,20,1
ACTA-10103085003,10103,10103085003,3,386,23,42,37,74,16,1,1
ACTA-10201085004,10201,10201085004,4,625,129,51,40,30,0,22,1
ACTA-10202085005,10202,10202085005,5,322,15,46,43,30,8,7,1
ACTA-10301085006,10301,10301085006,6,917,221,228,180,153,7,38,1
ACTA-10302085007,10302,10302085007,7,679,90,91,85,108,25,32,1
ACTA-10303085008,10303,10303085008,8,155,17,27,1,16,7,4,1
ACTA-10304085009,10304,10304085009,9,445,82,111,61,6,2,18,1
ACTA-ERROR-10401085010,10401,10401085010,10,245,245,31,50,36,17,21,1
ACTA-10402085011,10402,10402085011,11,423,63,60,75,80,0,1,1
ACTA-10403085012,10403,10403085012,12,488,91,62,83,4,19,9,1
ACTA-10404085013,10404,10404085013,13,389,71,6,71,76,1,13,1
ACTA-10405085014,10405,10405085014,14,349,49,35,26,27,5,0,1
ACTA-10501085015,10501,10501085015,15,941,62,195,42,90,5,39,1
ACTA-10101085016,10101,10101085016,16,592,108,16,7,104,6,13,1
ACTA-10102085017,10102,10102085017,17,841,14,3,32,131,21,31,1
ACTA-10103085018,10103,10103085018,18,236,51,11,27,47,6,6,1
ACTA-10201085019,10201,10201085019,19,589,67,104,34,13,24,1,1
ACTA-ERROR-10202085020,10202,10202085020,20,186,186,63,54,48,9,29,1
ACTA-10301086001,10301,10301086001,1,597,88,65,54,33,2,24,1
ACTA-10302086002,10302,10302086002,2,595,130,100,104,48,24,17,1
ACTA-10303086003,10303,10303086003,3,680,14,104,20,119,23,7,1
ACTA-10304086004,10304,10304086004,4,377,2,60,12,33,1,7,1
ACTA-10401086005,10401,10401086005,5,548,72,70,107,10,27,11,1
ACTA-10402086006,10402,10402086006,6,195,19,6,14,13,6,2,1
ACTA-10403086007,10403,10403086007,7,837,151,160,97,148,34,17,1
ACTA-10404086008,10404,10404086008,8,782,153,61,139,6,0,16,1
ACTA-10405086009,10405,10405086009,9,509,29,117,81,45,19,18,1
ACTA-ERROR-10501086010,10501,10501086010,10,509,509,42,47,28,19,11,1
ACTA-10101086011,10101,10101086011,11,211,5,7,39,36,9,0,1
ACTA-10102086012,10102,10102086012,12,752,93,128,135,91,9,20,1
ACTA-10103086013,10103,10103086013,13,713,111,19,72,93,3,17,1
ACTA-10201086014,10201,10201086014,14,629,104,110,73,21,18,8,1
ACTA-10202086015,10202,10202086015,15,510,21,7,53,67,13,0,1
ACTA-10301086016,10301,10301086016,16,636,120,40,37,126,10,29,1
ACTA-10302086017,10302,10302086017,17,908,72,66,116,121,39,19,1
ACTA-10303086018,10303,10303086018,18,467,59,24,49,79,1,7,1
ACTA-10304086019,10304,10304086019,19,900,215,70,78,0,21,29,1
ACTA-ERROR-10401086020,10401,10401086020,20,181,181,68,30,17,16,29,1
ACTA-10402087001,10402,10402087001,1,183,6,35,25,26,3,8,1
ACTA-10403087002,10403,10403087002,2,174,32,30,21,34,1,7,1
ACTA-10404087003,10404,10404087003,3,323,67,52,30,58,10,9,1
ACTA-10405087004,10405,10405087004,4,541,0,83,47,58,20,1,1
ACTA-10501087005,10501,10501087005,5,548,125,64,26,24,21,9,1
ACTA-10101087006,10101,10101087006,6,333,22,52,12,57,4,16,1
ACTA-10102087007,10102,10102087007,7,561,2,62,84,8,2,24,1
ACTA-10103087008,10103,10103087008,8,416,41,58,63,16,0,8,1
ACTA-10201087009,10201,10201087009,9,693,0,5,77,4,19,7,1
ACTA-ERROR-10202087010,10202,10202087010,10,873,873,68,57,18,20,24,1
ACTA-10301087011,10301,10301087011,11,199,45,21,13,31,4,4,1
ACTA-10302087012,10302,10302087012,12,179,3,6,0,13,1,1,1
ACTA-10303087013,10303,10303087013,13,298,13,23,29,2,2,5,1
ACTA-10304087014,10304,10304087014,14,849,79,110,105,9,23,33,1
ACTA-10401087015,10401,10401087015,15,829,58,185,17,156,41,36,1
ACTA-10402087016,10402,10402087016,16,512,57,54,2,79,6,4,1
ACTA-10403087017,10403,10403087017,17,797,74,142,32,143,4,11,1
ACTA-10404087018,10404,10404087018,18,431,33,95,5,62,14,1,1
ACTA-10405087019,10405,10405087019,19,154,7,9,13,30,4,1,1
ACTA-ERROR-10501087020,10501,10501087020,20,823,823,52,14,51,28,22,1
ACTA-10101088001,10101,10101088001,1,700,159,143,60,99,8,10,1
ACTA-10102088002,10102,10102088002,2,931,199,191,134,132,20,26,1
ACTA-10103088003,10103,10103088003,3,206,38,31,14,17,0,1,1
ACTA-10201088004,10201,10201088004,4,294,49,61,47,1,3,8,1
ACTA-10202088005,10202,10202088005,5,315,67,76,9,53,6,1,1
ACTA-10301088006,10301,10301088006,6,173,6,12,29,23,2,6,1
ACTA-10302088007,10302,10302088007,7,523,68,108,12,4,18,4,1
ACTA-10303088008,10303,10303088008,8,676,121,161,46,129,9,10,1
ACTA-10304088009,10304,10304088009,9,573,65,114,47,32,20,5,1
ACTA-ERROR-10401088010,10401,10401088010,10,911,911,58,24,36,28,12,1
ACTA-10402088011,10402,10402088011,11,512,4,69,31,83,11,23,1
ACTA-10403088012,10403,10403088012,12,894,148,116,120,176,20,23,1
ACTA-10404088013,10404,10404088013,13,844,40,171,81,32,26,36,1
ACTA-10405088014,10405,10405088014,14,171,15,16,23,20,5,8,1
ACTA-10501088015,10501,10501088015,15,211,11,22,32,4,10,5,1
ACTA-10101088016,10101,10101088016,16,282,49,56,6,56,3,4,1
ACTA-10102088017,10102,10102088017,17,470,28,99,47,83,6,11,1
ACTA-10103088018,10103,10103088018,18,935,108,147,142,175,13,4,1
ACTA-10201088019,10201,10201088019,19,720,70,178,95,140,9,0,1
ACTA-ERROR-10202088020,10202,10202088020,20,254,254,37,59,52,5,6,1
ACTA-10301089001,10301,10301089001,1,805,176,45,141,95,33,11,1
ACTA-10302089002,10302,10302089002,2,189,46,34,0,14,2,7,1
ACTA-10303089003,10303,10303089003,3,907,33,143,78,8,16,11,1
ACTA-10304089004,10304,10304089004,4,896,47,196,170,82,43,38,1
ACTA-10401089005,10401,10401089005,5,179,28,38,18,23,8,6,1
ACTA-10402089006,10402,10402089006,6,455,4,68,1,1,9,4,1
ACTA-10403089007,10403,10403089007,7,691,134,142,27,81,26,4,1
ACTA-10404089008,10404,10404089008,8,664,112,80,22,68,31,11,1
ACTA-10405089009,10405,10405089009,9,221,14,47,29,14,10,2,1
ACTA-ERROR-10501089010,10501,10501089010,10,923,923,73,29,52,13,14,1
ACTA-10101089011,10101,10101089011,11,561,75,120,82,100,3,25,1
ACTA-10102089012,10102,10102089012,12,666,152,82,13,109,17,26,1
ACTA-10103089013,10103,10103089013,13,674,3,143,45,90,31,7,1
ACTA-10201089014,10201,10201089014,14,811,46,62,154,108,2,25,1
ACTA-10202089015,10202,10202089015,15,532,28,52,91,96,2,0,1
ACTA-10301089016,10301,10301089016,16,474,10,49,39,5,0,1,1
ACTA-10302089017,10302,10302089017,17,865,25,38,173,91,43,18,1
ACTA-10303089018,10303,10303089018,18,703,36,46,64,126,17,22,1
ACTA-10304089019,10304,10304089019,19,378,38,90,44,73,4,0,1
ACTA-ERROR-10401089020,10401,10401089020,20,597,597,48,48,16,10,30,1
ACTA-10402090001,10402,10402090001,1,481,64,70,17,53,21,21,1
ACTA-10403090002,10403,10403090002,2,616,7,69,2,54,3,7,1
ACTA-10404090003,10404,10404090003,3,668,47,129,51,58,18,23,1
ACTA-10405090004,10405,10405090004,4,850,176,51,43,105,17,34,1
ACTA-10501090005,10501,10501090005,5,852,103,29,113,147,24,0,1
ACTA-10101090006,10101,10101090006,6,289,37,38,1,26,5,3,1
ACTA-10102090007,10102,10102090007,7,559,100,30,41,10,0,14,1
ACTA-10103090008,10103,10103090008,8,553,98,88,89,97,23,5,1
ACTA-10201090009,10201,10201090009,9,444,108,85,4,0,4,5,1
ACTA-ERROR-10202090010,10202,10202090010,10,382,382,48,20,14,22,26,1
ACTA-10301090011,10301,10301090011,11,434,107,66,60,77,1,19,1
ACTA-10302090012,10302,10302090012,12,157,24,22,31,29,2,2,1
ACTA-10303090013,10303,10303090013,13,919,84,163,166,109,5,5,1
ACTA-10304090014,10304,10304090014,14,413,52,72,40,81,0,3,1
ACTA-10401090015,10401,10401090015,15,851,26,132,70,163,35,5,1
ACTA-10402090016,10402,10402090016,16,353,45,7,61,18,6,6,1
ACTA-10403090017,10403,10403090017,17,351,29,17,51,6,4,12,1
ACTA-10404090018,10404,10404090018,18,279,11,44,36,17,2,2,1
ACTA-10405090019,10405,10405090019,19,288,60,42,10,28,11,14,1
ACTA-ERROR-10501090020,10501,10501090020,20,591,591,67,36,41,17,27,1
ACTA-10101091001,10101,10101091001,1,193,20,1,15,21,9,9,1
ACTA-10102091002,10102,10102091002,2,838,28,142,45,116,6,39,1
ACTA-10103091003,10103,10103091003,3,383,65,34,30,19,10,0,1
ACTA-10201091004,10201,10201091004,4,701,175,130,1,82,3,9,1
ACTA-10202091005,10202,10202091005,5,924,154,0,52,142,7,19,1
ACTA-10301091006,10301,10301091006,6,651,117,140,70,72,10,0,1
ACTA-10302091007,10302,10302091007,7,162,37,14,1,29,4,3,1
ACTA-10303091008,10303,10303091008,8,194,8,4,1,34,9,7,1
ACTA-10304091009,10304,10304091009,9,487,113,58,32,74,3,2,1
ACTA-ERROR-10401091010,10401,10401091010,10,368,368,26,25,38,9,14,1
ACTA-10402091011,10402,10402091011,11,318,72,42,52,38,3,7,1
ACTA-10403091012,10403,10403091012,12,703,153,76,38,68,1,22,1
ACTA-10404091013,10404,10404091013,13,182,8,30,36,24,0,7,1
ACTA-10405091014,10405,10405091014,14,318,68,46,44,38,9,10,1
ACTA-10501091015,10501,10501091015,15,783,139,132,68,18,23,10,1
ACTA-10101091016,10101,10101091016,16,886,108,95,125,139,7,33,1
ACTA-10102091017,10102,10102091017,17,626,81,108,11,32,29,3,1
ACTA-10103091018,10103,10103091018,18,877,13,183,85,34,35,5,1
ACTA-10201091019,10201,10201091019,19,262,46,15,30,43,7,6,1
ACTA-ERROR-10202091020,10202,10202091020,20,742,742,33,60,37,21,21,1
ACTA-10301092001,10301,10301092001,1,499,98,95,55,84,21,12,1
ACTA-10302092002,10302,10302092002,2,175,2,4,19,32,4,4,1
ACTA-10303092003,10303,10303092003,3,929,52,85,108,53,12,16,1
ACTA-10304092004,10304,10304092004,4,931,182,170,62,168,2,31,1
ACTA-10401092005,10401,10401092005,5,377,50,49,1,63,18,7,1
ACTA-10402092006,10402,10402092006,6,300,7,49,52,47,12,11,1
ACTA-10403092007,10403,10403092007,7,673,120,9,33,46,13,9,1
ACTA-10404092008,10404,10404092008,8,618,2,54,53,99,20,17,1
ACTA-10405092009,10405,10405092009,9,787,109,42,145,157,2,14,1
ACTA-ERROR-10501092010,10501,10501092010,10,879,879,40,43,22,17,27,1
ACTA-10101092011,10101,10101092011,11,510,9,115,83,75,6,6,1
ACTA-10102092012,10102,10102092012,12,240,31,10,47,27,9,0,1
ACTA-10103092013,10103,10103092013,13,301,58,37,53,58,3,4,1
ACTA-10201092014,10201,10201092014,14,354,16,2,19,18,7,6,1
ACTA-10202092015,10202,10202092015,15,355,46,9,66,43,12,5,1
ACTA-10301092016,10301,10301092016,16,362,15,60,21,37,1,7,1
ACTA-10302092017,10302,10302092017,17,294,58,47,21,32,4,3,1
ACTA-10303092018,10303,10303092018,18,886,60,192,15,84,26,2,1
ACTA-10304092019,10304,10304092019,19,829,196,40,162,75,1,26,1
ACTA-ERROR-10401092020,10401,10401092020,20,250,250,66,10,36,11,21,1
ACTA-10402093001,10402,10402093001,1,637,138,108,70,103,3,0,1
ACTA-10403093002,10403,10403093002,2,859,53,63,75,39,1,14,1
ACTA-10404093003,10404,10404093003,3,178,10,17,17,24,0,0,1
ACTA-10405093004,10405,10405093004,4,818,203,157,149,122,29,40,1
ACTA-10501093005,10501,10501093005,5,949,144,5,102,26,16,45,1
ACTA-10101093006,10101,10101093006,6,374,18,39,72,9,10,12,1
ACTA-10102093007,10102,10102093007,7,881,39,210,169,166,30,29,1
ACTA-10103093008,10103,10103093008,8,273,27,44,48,2,10,8,1
ACTA-10201093009,10201,10201093009,9,748,29,92,129,112,35,33,1
ACTA-ERROR-10202093010,10202,10202093010,10,229,229,42,32,53,9,11,1
ACTA-10301093011,10301,10301093011,11,280,69,57,7,23,14,14,1
ACTA-10302093012,10302,10302093012,12,855,7,83,125,116,33,19,1
ACTA-10303093013,10303,10303093013,13,287,30,46,56,53,10,1,1
ACTA-10304093014,10304,10304093014,14,158,34,11,5,20,1,5,1
ACTA-10401093015,10401,10401093015,15,191,6,40,38,9,5,2,1
ACTA-10402093016,10402,10402093016,16,258,47,51,32,32,9,11,1
ACTA-10403093017,10403,10403093017,17,261,16,14,23,51,8,11,1
ACTA-10404093018,10404,10404093018,18,503,41,89,0,69,23,23,1
ACTA-10405093019,10405,10405093019,19,276,23,3,45,50,13,13,1
ACTA-ERROR-10501093020,10501,10501093020,20,780,780,59,29,40,19,22,1
ACTA-10101094001,10101,10101094001,1,599,68,122,57,99,6,10,1
ACTA-10102094002,10102,10102094002,2,950,208,172,128,62,30,14,1
ACTA-10103094003,10103,10103094003,3,188,14,19,33,12,5,9,1
ACTA-10201094004,10201,10201094004,4,314,38,48,34,3,9,5,1
ACTA-10202094005,10202,10202094005,5,923,65,121,57,72,29,0,1
ACTA-10301094006,10301,10301094006,6,670,128,88,108,62,33,27,1
ACTA-10302094007,10302,10302094007,7,537,26,69,87,83,15,1,1
ACTA-10303094008,10303,10303094008,8,778,140,5,85,39,18,5,1
ACTA-10304094009,10304,10304094009,9,172,14,35,21,3,0,8,1
ACTA-ERROR-10401094010,10401,10401094010,10,498,498,70,54,55,9,27,1
ACTA-10402094011,10402,10402094011,11,503,119,99,11,28,20,13,1
ACTA-10403094012,10403,10403094012,12,903,4,4,113,127,32,3,1
ACTA-10404094013,10404,10404094013,13,678,14,26,72,121,3,16,1
ACTA-10405094014,10405,10405094014,14,239,32,17,6,13,10,11,1
ACTA-10501094015,10501,10501094015,15,285,64,32,43,42,0,14,1
